title;rating;chapters;description;url
The Old Prisoner Lives in Solitude;;51;"""Solitude"" the deadliest prison in the universe, Karaismán. Its structure changes daily, and thousands die within its walls every single day. Yet, there is one infamous inmate who has survived for 64 years: Argel Lastos. Though officially ranked as nothing more than a Class-1, Argel has always emerged victorious no matter who he fights, regardless of their level. He survives through strategy, combat prowess, loyal allies, and knowledge. To maintain his aging, frail body, Argel made a contract with Karaismán's creators the very ones who designed ""Solitude."" In return, they assign him a mission: to protect a ""product"" of great value. This time, that ""product"" is a blond-haired boy... Thus begins an intense and overwhelming tale, a dark sci-fi fantasy action story starring the universe's strongest old man.";https://demonicscans.org/manga/The-Old-Prisoner-Lives-in-Solitude
The Ordinary Lawyer's Subspace;;37;A strange door appeared in front of lawyer Han Beomsang. Beyond it lies a space where time does not flow;https://demonicscans.org/manga/The-Ordinary-Lawyer%255C%2527s-Subspace
The Player of a Fallen Prestigious Family;;53;Riyun, the youngest son of the prestigious Sermin Family, faced tragedy after his father and brothers disappeared. Captured by the Phaton Family, he met a grim end through unimaginable torture. However, he awoke in Adeon, a treacherous battlefield where he became the powerful Ghost King, mastering various classes. Though defeated, he returned to his twelve-year-old self, still possessing a player's experience. Determined to stop his family's downfall and reclaim what was lost, Riyun seeks bloody revenge against the Phaton Family, the very house that brought down the Sermins and murdered him.;https://demonicscans.org/manga/The-Player-of-a-Fallen-Prestigious-Family
The Prosecutor Kim Seo jin;;45;"Read Manhwa Prosecutor Kim Seo-jin / Prosecutor Kim Seo Jin / ?? ??? Veteran prosecutor Seo Jun-gyeong made a career out of digging into the corruption of the entrenched elite. One day, he is falsely framed as a sexual assault suspect and murdered in what is staged to look like a suicide. ...He thought he was dead--until he wakes up in someone else's body: that of Kim Seo-jin, an intern prosecutor who also happens to be the nephew of his archenemy. After this second life begins, he gains a special ability: psychometry, the power to read past memories from people and objects through touch. Using this ability, he starts crushing, one by one, the corrupt figures in politics and business, along with the enemies who drove him to his death. ""In this life, I'm throwing away shallow words like justice, law, and humanity. I'll take everything--money, power, all of it."" It is a revenge-driven legal thriller about a once-idealistic prosecutor reincarnated into his enemy's family, now using supernatural powers and insider status to dismantle the rotten system from within while abandoning his former belief in pure justice.";https://demonicscans.org/manga/The-Prosecutor-Kim-Seo-jin
The Rebel of the Tyrant Noble House;;37;"Ash devoted his life to serving his adoptive father, repaying the kindness of being taken in as an orphan. But at the moment of his death, he learned a devastating truth. Everything he had built--his efforts, his trust, even the ultimate power he was meant to possess, ""The Seven Wings""--had all been stolen from him. ...Very well then. This time, I will take back what was mine.";https://demonicscans.org/manga/The-Rebel-of-the-Tyrant-Noble-House
The Regressed Extra Becomes a Genius;;52;"The story delves into the life of Kim Seon-woo, who got pulled into a famous novel and decided to live a quiet life as a side character. One day, the protagonist of said novel died... ""...Do you expect me to believe this?"" He ends up regressing back in time - back to his first day within the novel.";https://demonicscans.org/manga/The-Regressed-Extra-Becomes-a-Genius
The Regressed Sword Saint's Magic Theory;;36;In a world where humanity battles monsters, every warrior faces a critical choice between two paths: become a mage who wields supernatural miracles, or become a swordsman who masters superhuman techniques. Oscar chose the path of the sword. From childhood, he swung his blade relentlessly, eventually climbing to the pinnacle as a ?? (Sword Saint)--the highest rank a swordsman can achieve. He cut down ferocious monsters, received the admiration of the people, and walked a path that anyone would envy. Yet deep in his heart, Oscar harbored a secret longing--he had always wanted to become a mage instead.;https://demonicscans.org/manga/The-Regressed-Sword-Saint%2527s-Magic-Theory
The Regressor Makes Everything;;37;"Lee Se-Hoon, the blacksmith of humanity's last desperate united force, fought against the demons until the very end. However, the result was mutual destruction, with the world coming to an end. The moment he took his own life over that futile conclusion-- ""...What is this?"" He had regressed to his days as a candidate at the hero training institution, Babel Academy. Having obtained a second chance, he swore to use anything as material to gain victory this time. Anything at all!";https://demonicscans.org/manga/The-Regressor-Makes-Everything
The Reincarnated Demon King Dominates the Modern World;;30;"Danterio, the ""kind Demon King"" who once saved the world from an angelic invasion, fights a final battle and then loses consciousness. When he next opens his eyes, he finds himself 600 years in the future--in modern Japan--reborn in the body of a young man named Daiya Mizukami, who died from bullying and an overdose of magic-enhancing drugs. Learning of Daiya's bitter regrets, the Demon King first deals with the problem right in front of him: he crushes the bullies who drove Daiya to his death in an instant. But when he looks at the wider world, he discovers that magic has weakened, and the angels he once defeated have begun to move again. ""I am the Demon King, Danterio. I will teach you... how to kill angels."" Thus begins a modern battle-action story where the strongest Demon King rampages through contemporary Japan, combining reincarnation, school life, and brutal angel-slaying action.";https://demonicscans.org/manga/The-Reincarnated-Demon-King-Dominates-the-Modern-World
The Reincarnation of God-Level Crafting;;36;"In an alternate world where a super popular game has become reality, the profession Allen chose was the ""dud job,"" Crafter. However, when the memories of his previous life and game knowledge are combined, Crafter transforms into the strongest cheat job! Bringing modern weaponry into a fantasy world and dominating, the strongest protagonist--possessing power enough to influence the fate of the world--aims to reach the level cap at the fastest speed in history!";https://demonicscans.org/manga/The-Reincarnation-of-God%25252DLevel-Crafting
The Remarkable Revenge of a Vindictive Villainess (Official);;60;"The protagonist awakens to find herself reincarnated as Lunaria il von Solfege, her beloved villainess from her favorite game. However, along with this new identity come Lunaria's tragic memories--public condemnation, complete abandonment, and ultimately, a desperate attempt to take her own life with a dagger. ""You can leave everything to me, Lunaria. Now that I am you, I will never let them get away with this,"" she vows. The remarkable revenge of a villainess fighting for the sake of love starts here.";https://demonicscans.org/manga/The-Remarkable-Revenge-of-a-Vindictive-Villainess-%2528Official%2529
The Reset Life of a Game Addict;;54;Jinho Lee has just completed the ultimate challenge in the game Reset Life, where he had to experience all 99 possible endings to reach the final victory. After six years of intense gameplay, he feels a sense of achievement--but also an overwhelming emptiness. With nothing left to conquer in the game, Jinho finds himself at a loss, unsure of what to do next. However, this feeling of burnout becomes the catalyst for an even greater transformation. Suddenly, Jinho's life is reset in ways he never imagined--he becomes the top scorer in the nation, a model, a chef, and even a celebrity. What once seemed like distant dreams are now his new reality. But with this newfound success comes the question: is this truly the life he wanted?;https://demonicscans.org/manga/The-Reset-Life-of-a-Game-Addict
The Return of Namgung's Granddaughter;;55;"The anecdote of the small cult leader of the blood demon is that according to the will of his teacher, the blood demon, he exterminated the Nangong family. Due to the betrayal of the blood demon, he hears a shocking story before his death. ""Now you are the only male palace left in the world."" The anecdote is that he was a child he lost a long time ago in the Namgung family. He learns that he was raised for the manipulation of evil blood demons. The anecdote of returning from a grieving death to the days of being thirteen years old, or rather, the story of Namgung, realizes that the opportunity to change the future has come. He takes steps to prevent the destruction of the southern palace. Will Seol-hwa be able to prevent the family's destruction from the blood demon and succeed in revenge?";https://demonicscans.org/manga/The-Return-of-Namgung%2527s-Granddaughter
The Return of the Unrivaled Genius Ranker;;39;"A virtual reality game that swallowed the world--God of Savior. And the game that laid its foundation--Deus Ex Machina: Ragnarok, commonly known as Demrock. At its peak stood Kaiser, the undisputed ranker who held the absolute #1 spot. Once revered as a god, he vanished due to unavoidable circumstances... Now, after 1 year and 6 months, he has returned. ""Would you like to log in?""";https://demonicscans.org/manga/The-Return-of-the-Unrivaled-Genius-Ranker
The Returned C-Rank Tank Won't Die!;;66;A C-rank tank, abandoned by her teammates to die, awakens a rare regenerative ability after enduring countless deaths. Now immortal but traumatized, she must decide her next move in a world that betrayed her.;https://demonicscans.org/manga/The-Returned-C%25252DRank-Tank-Won%255C%2527t-Die%2521
The Returnee's Hidden Strategy Stream;;43;"""I came back to overcome my 55th regression."" Hanbit, the protagonist, is abducted by a goddess and thrown into the world of Erfort, where he must search for a way to save it. To find that solution, he goes through 55 full cycles of regression--meaning he also endures the pain of dying 55 times. When he finally breaks down and tells the goddess he can't take it anymore, he's sent back to his original world. Then, just for fun, he starts playing a new game... only to realize it's the very same world where he went through those 55 regressions. The deeper he digs into the game, the clearer it becomes that a dark conspiracy of the goddess is lurking behind everything. Can Hanbit expose the goddess's true, sinister intentions?";https://demonicscans.org/manga/The-Returnee%2527s-Hidden-Strategy-Stream
The Revenge of the Betrayed Strongest Knight;;51;Klein, who fell from the throne of the King of Knights, was betrayed by his comrades and sentenced to be burned at the stake. In his final moments, Klein scoffs at the foolishness of this world and his past self. Now, having returned from hell, Klein has gained unparalleled power. He will make those who betrayed him pay the price...;https://demonicscans.org/manga/The-Revenge-of-the-Betrayed-Strongest-Knight
The Rise of the Bottom Ranked spirit user;;37;"In the year 20XX, the existence of spirits became known to humanity, and those who wielded their power came to be called ""Spirit Users."" While mankind used this power to advance society, it was also not uncommon for people to use their powers for evil. Amidst this backdrop, Yui Shinonome, an overworked office worker fired from an exploitative company, obtains the power of a spirit through a strange twist of fate. With no time to grasp his new reality, Yui is dragged into the conflicts of Spirit Users and becomes a member of the Bureau of Fairy Affairs, commonly known as the BFA. Thus began his days of solving spirit-related incidents. Although Yui believed he was hired merely as a general affairs clerk, he is partnered with the BFA's number one problem child: Mio Shinohara. Despite her immense skill, her reckless, order-defying attitude has caused all of her previous partners to quit, unable to endure working with her. While the two repeatedly clash, they gradually begin to form a deep bond. Soon, Yui learns of Mio's tragic past--her parents were murdered by someone who misused spirit powers, leaving her with a strong desire for revenge. Furthermore, it is revealed that the spirit lending Yui its power is no ordinary spirit, but the former Spirit King who was once betrayed and lost his life. Yui makes a firm vow: to race up the ladder of success and win the heart of his beloved.";https://demonicscans.org/manga/The-Rise-of-the-Bottom-Ranked-spirit-user
The Saint Who Levels Up as a Necromancer;;36;"They called him the ""Creepy Necromancer""... Feared. Hated. Completely alone. Yet Ryuga Chinen rose to the peak--reaching the legendary 9-Star rank without any god's blessing. That was his mistake. The gods feared him. So they betrayed him. Framed by the very beings who ruled the world... he was executed. But death wasn't the end. Guided by a mysterious holy relic, Ryuga regresses--returning to the past with all his memories intact. This time, everything will be different. Now, he wields not only his past knowledge... but also a Constellation's power. And his goal? To crush the arrogant gods who once killed him. As the only existence with both forbidden knowledge and divine protection... his rise begins again--faster, deadlier, unstoppable.";https://demonicscans.org/manga/The-Saint-Who-Levels-Up-as-a-Necromancer
The Savior Zero: Saving the World with a Unique Skill from Zero Magic;;34;"In a world where magic is commonplace, Ikuta Kouki was scorned due to his peculiar constitution: Zero Magic Power . Amidst this, a Great Sorcerer predicted the arrival of the ""End of the World"" and the existence of seven Saviors to rescue humanity. These ""Saviors"" became worshipped, gained authority, and began to rule over the people. However, five years later, when the End of the World actually arrived, the promised Saviors proved to be completely powerless . In a moment of despair, Kouki's dying older sister sees a glimpse of latent power within him. She uses her last ounce of strength to cast the forbidden spell, ""Regression."" After telling him, ""I want you to save the world,"" Kouki awakens to find himself back in the world of five years ago, where people still believe in the ""False Saviors."" Now, Kouki rises up, using his newly awakened skill, ""Creation,"" to become the true Savior, rescue the people who have been misled, and save the world from its predetermined doom.";https://demonicscans.org/manga/The-Savior-Zero%253A-Saving-the-World-with-a-Unique-Skill-from-Zero-Magic
The Secret Martial Artist of Demonic Blood;;31;"A martial arts researcher who lived an unfortunate life plagued by illness finally meets his end. At the moment of death, a mysterious power transports him to ""Gaia""--a world where magic and martial arts coexist. He is reborn as Louis, an abandoned child bearing black hair and black eyes, traits considered symbols of misfortune and ill omen in this new world. Despite this stigma, he is determined to fulfill the dreams he could never achieve in his previous life.";https://demonicscans.org/manga/The-Secret-Martial-Artist-of-Demonic-Blood
The Shepherd Wizard;;34;There stood a seemingly ordinary shepherd named Turan from Hisaril Hill. Having lived while hiding his talent as a great archwizard, he finally steps out into the world.;https://demonicscans.org/manga/The-Shepherd-Wizard
The Silent Transfer Student;;71;The transfer student who never speaks brings the class bully to submission one day with an overwhelming difference in skill. Because of this fight, he draws the attention of bullies from every school. Meanwhile, another female student silently watches him.;https://demonicscans.org/manga/The-Silent-Transfer-Student
The Smiling Boxer;;36;Gang Chan, a young man from a rural village, dreams of becoming a boxing champion. To repay the elders who raised him, he trains relentlessly every single day. But one day, a group of men in black storm into the village, intent on pushing a shady redevelopment project. Gang Chan stands up to protect the villagers, but the odds are overwhelming. As he breaks down in tears, blaming himself for failing them, someone appears... someone who will change his fate forever.;https://demonicscans.org/manga/The-Smiling-Boxer
The Sorcerer Manual;;41;"In 1668, our city earned the title of ""The Safest Place in the Country."" I had a lot to do with that. How? Because I was arrested. TL Extra: This is adapted from a well-rated Chinese webnovel called ""Sorcerer's Handbook"". According to reviews, it stands out among other System/Transmigration novels and has even been compared to Lord of the Mysteries for its similarities. It's also said to have strong worldbuilding and character development, assuming the adaptation does it justice.";https://demonicscans.org/manga/The-Sorcerer-Manual
The Steel Emperor;;50;"Heroes of Gauri, Conquer Another World! The most glorious name in this land, Gauri.The one who protected that name. People call him the Steel Emperor!The last Great General of the fallen Gauri (Goguryeo), ""Go Jincheon."" At the moment of their fall, he and his elite unit, the 'Black-Armored Demon Cavalry', fall into another world.A strange land where various races such as Elves, Orcs, Dwarves, and Wizards live.If they cannot return There is no choice but to establish a new Gauri. Go Jincheon raises his banner once more for the conquest of the continent.";https://demonicscans.org/manga/The-Steel-Emperor
The Strongest Crystal Beast Master;;31;"Young Chen Xing formed a bond with Lily, the ""Fated Queen"" of the Crystal Beast Realm, becoming the first awakener to contract with a humanoid crystal beast. He gained a special ability to turn crystal beasts into beautiful girls and set out on a journey of battle and power to become the ""Strongest Crystal Beast Master."" Jealous? I've got countless humanoid crystal beast girls like her!";https://demonicscans.org/manga/The-Strongest-Crystal-Beast-Master
The Strongest Hero with Negative Destructive Power;;35;"Decades have passed since the world became flooded with monsters. The protagonist, who enrolled in an academy to train those with aptitude, consistently ranked last in ability tests. It would have been one thing if his abilities were merely low, but because he also inflicted a debuff (ability reduction) on his surrounding comrades, he was called ""unwanted"" and a ""burden."" One day, while exploring, the protagonist is swallowed by a different dimension and goes missing. There, he encounters a creature from another world and is told the true value of his ability. Originally, magical power is something used to attack by projecting one's own power outwards. However, the protagonist's characteristic is the complete opposite of this ""output""; it is ""input"" (absorption), and the ability to suck in external power is his true strength... ""Reverse Magic Circuit."" The reason he had been debuffing his allies until now was that he had been unknowingly absorbing their power. Having learned the true worth of his power, the protagonist now absorbs monster attacks to nullify them and gathers external power to strengthen himself, mastering his abilities and proceeding on the path to becoming the strongest.";https://demonicscans.org/manga/The-Strongest-Hero-with-Negative-Destructive-Power
The Strongest Level 0 Absolute Supremacy Through Analysis Skills;;55;"Mysterious ""Disaster Beasts"" suddenly appear on Earth and plunge humanity into an unprecedented crisis. Tenma Itsuki, whose parents were killed by these monsters, is chosen as an ""Awakened,"" a human granted special abilities. The job he awakens to is a supposedly impossible rare job that overturns common sense: although his level is stuck at ""Level 0,"" he possesses a cheat-like power that can analyze enemy skills and endlessly boost his own stats. Driven by vengeance, Tenma sets his sights on becoming the strongest human alive, and a max-hype superpower battle story begins as he uses his analysis skill to achieve absolute domination.";https://demonicscans.org/manga/The-Strongest-Level-0-Absolute-Supremacy-Through-Analysis-Skills
The Strongest Monster Killer Dad in History;;32;Mitsuru Akai just moved from the countryside to the city with her father, Fuma--a man who once made a name for himself as a legendary Monster Killer. On her very first day at the new school, she's targeted by the local bully and dragged to a warehouse to be taught a lesson. But the bullying turns into a bloodbath when a swarm of monsters suddenly appears. Even stranger? It seems Mitsuru is the only one who can see them. Before she can make sense of it, she's abducted by two shady men posing as police officers. Now, a father's rage has been ignited. Fuma vows to get his daughter back at any cost, and the world's strongest father is about to show the city's worst monsters exactly why they should be afraid.;https://demonicscans.org/manga/The-Strongest-Monster-Killer-Dad-in-History
The Support Ate it All;;47;"The ""S-rank Hero Factory"" that raised 1,000 S-rank heroes. The graduates' manufacturing machine. The strongest support. These are all words that refer to me. But could this actually be the world of that game?";https://demonicscans.org/manga/The-Support-Ate-it-All
The Sword Emperor Who Surpasses His Previous Life;;37;"The House of Cardenas, the legendary sword that shields the Arcadia Empire, is feared as a powerhouse of absolute martial might. It is whispered that their direct descendants carry the blood of dragons, manifesting in supernatural powers known as ""Unique Traits."" Leonard Cardenas, a humble trainee in the family's academy, suddenly awakens the memories of his past life as Yeon Muhyuk, the man once hailed as the world's greatest Sword Emperor. Armed with the wisdom of a legend, Leonard begins his climb to the top, challenging the elite high-bloods and uncovering the dark secrets of the dragon's lineage. The journey to become the ultimate Sword Emperor begins now!";https://demonicscans.org/manga/The-Sword-Emperor-Who-Surpasses-His-Previous-Life
The Sword God From the Destroyed World;;51;"The world was destroyed. A land consumed by death and despair. And in the midst of it all, one man fought to the bitter end--the Sword God, Karselian Le Vandayan. But then, as if guided by fate, a door to another world opened. This time... it was Earth--a world that hadn't yet collapsed. There, monsters have begun to quietly emerge, while humanity lives on, blissfully unaware of the impending catastrophe. This world hasn't ended... But the moment they let their guard down, the nightmare will begin anew. To stop it, the Sword God raises his blade once more. He begins a new life, borrowing the body of a once-weak human. And in exchange for taking over that body, he makes a single promise: ""I'll protect your family."" And now, the real battle begins.";https://demonicscans.org/manga/The-Sword-God-From-the-Destroyed-World
The Swordmaster Who Leapt Through Time;;40;Due to the invasion of the empire, the kingdom is on the verge of collapse. The last prince of the kingdom, Lancel, leaves for a foreign land together with the children of the nobles. Struggling to survive, he puts in every effort, and at a young age, he becomes a swordma...;https://demonicscans.org/manga/The-Swordmaster-Who-Leapt-Through-Time
The Tale Of The Skeleton Messenger;;42;120 years after the Emperor's death, Benrira awakens. Once a member of the hero's party and Messenger of the Emperor. After losing his beloved disciple to his own corrupt motherland, he vows to deliver the Emperor's final message. [I am the Emperor's Messenger. Hear the will of the First Emperor.];https://demonicscans.org/manga/The-Tale-Of-The-Skeleton-Messenger
The Tang Clan Chronicles;;45;Tang Mujin, a young physician hailing from the Tang Family Clinic of Sichuan, had a strange dream... ...one where he became the legendary blacksmith Ou Yezi and ascended to the heavens.;https://demonicscans.org/manga/The-Tang-Clan-Chronicles
The Third Prince of the Fallen Kingdom has Regressed;;76;"From the stuido that brought you Moon-Shadow Sword Emperor and The Legendary Hero is an Academy Honors Student.] Yuri, the unruly third prince of the fallen Briol Kingdom. After meeting his end while wandering in guilt, he ended up regressing to the spring of his 13th year, before the Empire's invasion began! ""Briols do not abandon honor, even in death."" One harrowing regret is enough. The kingdom shall be saved from ruin!";https://demonicscans.org/manga/The-Third-Prince-of-the-Fallen-Kingdom-has-Regressed
The Thousand Faces Actor;;68;"""What do you think people will end up calling him?"" Someone asked. But no one had an answer. A transcendent being has appeared in the world. And a new chapter in film history begins.";https://demonicscans.org/manga/The-Thousand-Faces-Actor
The Top Healer of the Offensive Magic Academy;;42;"Will was once the world's greatest healer, but he could not use offensive magic and always had to rely on his comrades in battle. Even though he healed their wounds, their spirits eventually broke, humanity lost its way to fight, and the human side was defeated by the Demon King's army. Just as Will is prepared to die, he regresses to just before the entrance ceremony of a magic academy. ""This time, I'll fight with my own hands."" With that vow, he chooses not the healing academy he once attended, but the prestigious offensive-magic school, Schwarz Academy. Although he still cannot use normal attack magic, he discovers a way to convert healing magic into offensive techniques and gradually distinguishes himself as a prodigy. Thus begins a healer's overpowered comeback story, starting from regression and turning the tables at an offensive magic academy.";https://demonicscans.org/manga/The-Top-Healer-of-the-Offensive-Magic-Academy
The Trainer Lives Surrounded by Monsters: Abandoned by the Hero Party, He Became the Strongest after Meeting with a Legendary Monster;;40;Ryu was left behind by his childhood friend's heroic party, who told him that they could not take a trainer with them. He runs a ranch in the village, but spends his days feeling unworthy. One day, he saves a wolf from a trap in the forest... The wolf he rescued was actually Fenrir, a legendary demon! The elder of the pack has lost his magical powers and was looking for someone to help him. No ordinary trainer can heal him, but Ryu has magical powers that exceed even those of the hero's childhood friend...? After successfully saving the elder, Ryu learns how to handle the enormous amount of magical power that could destroy him. He is adored by Fenrir's flock and becomes an extraordinary trainer!;https://demonicscans.org/manga/The-Trainer-Lives-Surrounded-by-Monsters%253A-Abandoned-by-the-Hero-Party%252C-He-Became-the-Strongest-after-Meeting-with-a-Legendary-Monster
The Turn-Bound Mage;;53;"""You criminal bastard... Can't you get your head straight?!"" All I did was start the final difficulty level of the game ""Abyss of the Labyrinth"", and I ended up becoming a character in the game -- an ""Otherworld Possessor."" But worse, the character I became is a criminal turned slave?! However, every time I face a crisis, a magical ability called ""Turn-Bound Hourglass"" activates, freezing time for 60 seconds... I don't know if it was the developer or some god that threw me into this mess, But as a turn-Bounded mage, I will survive -- no matter what.";https://demonicscans.org/manga/The-Turn%25252DBound-Mage
The Ultimate Tank;;50;Shoya Ohno, a tank affiliated with the Japan Hunter Administration Bureau, is a man shrouded in mystery. He was drawn to the straightforward personality of Eda, the director of the Bureau, and despite receiving an extraordinary offer from the United States, he turned it down to continue operating in Japan for his own personal reasons. In truth, Shoya is a survivor who, ten years ago, was abducted to the otherworldly continent of Azelan. Despite enduring unimaginable suffering, he managed to return to Earth alive. To protect the Earth and to rescue his friends who were abducted just like he was-- Shoya continues to fight. And once that goal is fulfilled... He will rise to confront the continent of Azelan, which seeks to annihilate humanity on Earth through its gate invasions. Thus, Shoya sets his plan into motion.;https://demonicscans.org/manga/The-Ultimate-Tank
The Vampire's Alchemy;;52;A strange encounter between a vampire and an alchemist. One seeks to rebuild a fallen noble house. The other is desperate to save a lost sibling. Together, they embark on a slightly uncomfortable (and undeniably bizarre) journey of blood, magic, and uneasy partnership. What could possibly go wrong when fangs meet formulas?;https://demonicscans.org/manga/The-Vampire%2527s-Alchemy
The Veteran Swordmaster's Stream;;33;NA;https://demonicscans.org/manga/The-Veteran-Swordmaster%2527s-Stream
The Villain's Profiler;;64;"Through psychological analysis and profiling, he gets rid of evil humans. Lee Sinhyeok lost his mother to a murderer and had an accident. After stacking up knowledge in a mysterious space where he could learn and study for 15 years, he wakes up from a coma. This is the story of a genius who uses his 15 years of knowlege and skills to unravel the injustices of the dead, and of those who are a dangerous threat to people in becoming a profiler; the pinnacle of a profliler.";https://demonicscans.org/manga/The-Villain%255C%2527s-Profiler
The Weakest Slime I Once Saved Became the Strongest and Now Won't Leave My Side;;43;"""I never want to lose someone important to me again."" One day, I, a nerdy and bullied boy, was provoked by my classmates to go to an SS-ranked dungeon. Facing an SS-class black dragon that I couldn't do anything about, my chances of survival were zero... At that moment, someone appeared before my eyes... This is the story of the bond between the strongest slime and the weakest me, as we grow together.";https://demonicscans.org/manga/The-Weakest-Slime-I-Once-Saved-Became-the-Strongest-and-Now-Won%255C%2527t-Leave-My-Side
The World-Class Extra's Walkthrough;;60;"[God Dog]: I'm looking for someone to attempt life for a second time. At the joke-like chatting, I ended up responding with a joke. [JjamBbong Taste Clementine]: Second time, let's go go go go. [God Dog]: Are you confident? It's not going to be easy, you know? [JjamBbong Taste Clementine]: Don't I just have to do the same thing over again in this shitty game? Hehehehe. But the result of this... ""The third prince of the Magic Kingdom, Guillaume!"" ""......Who?"" I became the third prince inside of that game. An eerily shining cold steel blade touched my neck. This, though unbelievable, had become my reality. ""Now, third prince. Any last words?"" ""......What is this b*tchy situation?"" ""Haha, b*tchy? Those definitely sound like the words of a wastrel. Goodbye. Third Prince."" The miserable end of an extra NPC. Just as the blade was about to fall on my neck...! [Gameplay has started.] [Player 'Kim Kyung Sam' will lay as the 'Wastrel Third Prince'!] The game I grinded my life into had become my reality. But... 'I will not die.' 'And I will not be defeated.' Because I know this game from the beginning to the end.";https://demonicscans.org/manga/The-World%25252DClass-Extra%2527s-Walkthrough
The Youngest Son of the Eunhae Merchant Group;;73;"The youngest son of the Eunhae Merchant Group, Eun Seoho, was born with a talent for business. ""How could the Murim Alliance do this to me...?"" ""The higher-ups of the Alliance find you a nuisance. Tch, all this just for money."" He was murdered by the Murim Alliance and regressed back to the days when he was learning the workings of the Eunhae Merchant Group. Seoho is determined to live this second life without regrets. ""I'll take you all down with the very thing you scoffed at--money."" Thus begins the journey of the great business emperor, Eun Seoho, whose genius brain and martial talent will go down in history!";https://demonicscans.org/manga/The-Youngest-Son-of-the-Eunhae-Merchant-Group
The Zombie Won't Bite Me;;50;"When Yihwan woke up, the world had changed. Zombies roamed the streets, thirsting for human blood, while the living fought desperately to survive. But... ""Why aren't the zombies biting me?"" With an unnatural strength surging through his body, one eye glowing red like the undead, and a strange hunger rising at the sight of blood... ""What... happened to me?";https://demonicscans.org/manga/The-Zombie-Won%2527t-Bite-Me
To Hell with Being Heir, I'm going to Heal;;30;"After defeating the evil that threatened the world, peace was finally restored to the world of . I have possessed a game that was failing, with nothing but an oxygen mask to keep it alive! ""I Don't Care About Being the Heir, I Just Want to Heal"" Lion Asteri, the eldest grandson of a magic noble family that even the emperor looks down upon. One day, when he went out despite his frail body...... Pop! [You have acquired Aqua Rosemary!] 'Gathering herbs just by pulling them out? This place is heaven!' A world where fair compensation follows your efforts! With a background that leaves nothing to be desired, they want me to live as the heir of the family? ""My younger brother should be the family head. Absolutely!"" Heartwarming brotherhood and familial love! Armed with limitless vitality, Lion's sweet healing life begins! **Original Novel:** [KakaoPage](https://page.kakao.com/content/65909500)";https://demonicscans.org/manga/To-Hell-with-Being-Heir%252C-I%255C%2527m-going-to-Heal
To Hell With the Status Window;;36;"The strongest man of the Murim, ""Asura,"" got transported to another world. Having reached the pinnacle through his martial capabilities alone, he smashes the status window and the tower with his own hands--rejecting participation as a player outright.";https://demonicscans.org/manga/To-Hell-With-the-Status-Window
Trapped in a Crazy World as an Extra;;73;"""To think I'd be thrown into this trash heap of a world!"" The Chronicles of the Seven-Colored World -- a series that ran for over 800 episodes and earned its fair share of curses from readers. A batshit crazy world full of absurd plot twists, endlessly evolving monsters, and heroines who try to kill the protagonist at every turn. ""And I got reincarnated into this mess?"" I've ended up as a nobody named Rudian -- a total background character. But with a freaky eyeball monster I happened to pick up, Adi, and a demonic sword called Diablo by my side,";https://demonicscans.org/manga/Trapped-in-a-Crazy-World-as-an-Extra
Trillions of Resources in Apocalypse;;45;Constantly slapping faces is constantly satisfying. Holding trillions in resources, slapping the faces of terrible women, conquering goddesses, Chen Yu is bound to the Scumbag System, sweeping away all powerful enemies in the apocalypse, and subduing countless otaku goddesses!;https://demonicscans.org/manga/Trillions-of-Resources-in-Apocalypse
Tyrant of the Otherworld Prison: My Shadow Can Evolve Infinitely;;112;"In the year 2035, rifts to alien realms tore through the world's defenses. Swarms of insectoids and beastkin ravaged the land, and humanity struggled to survive through the strength of ""Evolvers."" Li Yi was betrayed by his teammates during an attack by alien beings and left for dead. On the brink of death, he awakened the ""Titan Shadow"" System--his shadow could evolve without limits! It could devour ores to enhance defense, tear through enemies to form deadly blades, and even split into an army of shadow soldiers... From insect hives to haunted lands, wherever his shadow passed, enemies were shredded into pulp. This is the revenge of the weak--begun with a shadow that devours all.";https://demonicscans.org/manga/Tyrant-of-the-Otherworld-Prison%253A-My-Shadow-Can-Evolve-Infinitely
Ultimate Trump Card;;49;"""Snow weighs heavy on the branches, yet they do not cling to the mud. When the red sun rises, they once again touch the sky."" Poker monsters have secretly invaded reality, bringing both catastrophe and a mysterious gift -- Mirror Poker, a supernatural game that grants its users longevity and special abilities. Chen Qi, whose life was once happy, is suddenly diagnosed with a terminal illness and given only one year to live. As he struggles in the depths of despair, he unexpectedly obtains a Mirror Poker card. In order to extend his life, Chen Qi dives deeper into the secrets behind Mirror Poker...";https://demonicscans.org/manga/Ultimate-Trump-Card
Unemployed Gye Baeksun;;236;With no savings, average qualifications, and a bank balance consistently below 10,000 won, can the Backbone Breaker Gye Baeksun really escape unemployment?;https://demonicscans.org/manga/Unemployed-Gye-Baeksun
